,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,comptage_fonctions,pays
2021,ROLEX,OYSTER-PERPETUAL-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2750.0,48.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2022,ALPINA,STARTIMER-PILOT-AUTOMATIC,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,895.0,,41.0,10.0,,SAPHIR,PLIS,ACIER,0,FRANCE
2023,ZENITH,CHRONOMASTER-SPORT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7840.0,60.0,41.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
2026,EBEL,1911,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,4900.0,50.0,38.0,3.0,,SAPHIR,PLIS,OR,2,FRANCE
2027,JAEGER-LECOULTRE,REVERSO-DUOFACE,MANUEL,ACIER,CUIR,,Bon,HOMME,7290.0,45.0,26.0,3.0,ACIER,SAPHIR,PLIS,ACIER,1,BELGIQUE
2028,ROLEX,DAY-DATE-OYSTERQUARTZ,QUARTZ,OR_JAUNE,,,Bon,HOMME,14900.0,,36.0,10.0,,SAPHIR,PLIS,OR,2,BELGIQUE
2029,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,,,Bon,HOMME,47500.0,72.0,40.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
2030,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8290.0,48.0,36.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
2031,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,,,Bon,HOMME,4200.0,,37.0,,,,,,0,FRANCE
2032,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,15450.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ALLEMAGNE
2033,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,28900.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2034,TISSOT,PRS-516,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,315.0,,45.0,10.0,,SAPHIR,,,2,BELGIQUE
2035,OMEGA,GENÈVE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,600.0,50.0,36.0,,ACIER,,BOUCLE_ARDILLON,ACIER,0,FRANCE
2036,TUDOR,ROYAL,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,2100.0,38.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2037,BULOVA,ACCUTRON,,ACIER,,,Bon,HOMME,990.0,,38.0,,,,,,0,FRANCE
2038,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,5200.0,48.0,42.0,3.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2040,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_BLANC,CUIR,,Bon,HOMME,11620.0,48.0,36.0,,,SAPHIR,BOUCLE_ARDILLON,OR,1,FRANCE
2041,ROLEX,OYSTER-PERPETUAL-34,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,10500.0,40.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ALLEMAGNE
2042,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,15975.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ALLEMAGNE
2043,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,14390.0,70.0,44.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2044,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,21755.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,SUISSE
2045,OMEGA,CONSTELLATION-DAY-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,1600.0,,33.0,,,SAPHIR,PLIS,OR,2,FRANCE
2046,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,5900.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
2047,ROLEX,DAYTONA,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,21405.0,72.0,40.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
2048,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,CUIR,,Neuf,HOMME,380.0,41.0,42.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
2049,BAUME-&-MERCIER,CLASSIMA,AUTOMATIQUE,,,,Neuf,HOMME,850.0,,42.0,,,,,,0,FRANCE
2050,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,SILICONE,,Bon,HOMME,900.0,70.0,41.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
2051,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12700.0,48.0,40.0,30.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,FRANCE
2052,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,600.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,BELGIQUE
2053,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8700.0,70.0,36.0,10.0,,SAPHIR,PLIS,OR,1,BELGIQUE
2054,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,6650.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,1,BELGIQUE
2056,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,395.0,,,3.0,CÉRAMIQUE,,,CÉRAMIQUE,0,FRANCE
2057,CHOPARD,MILLE-MIGLIA,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,3500.0,60.0,43.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2058,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_JAUNE,,,Bon,HOMME,16500.0,48.0,36.0,10.0,,SAPHIR,PLIS,OR,1,BELGIQUE
2059,OMEGA,SPEEDMASTER,MANUEL,ACIER,TEXTILE,,Bon,HOMME,16689.0,50.0,42.0,5.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,0,ALLEMAGNE
2060,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,4750.0,70.0,36.0,10.0,,SAPHIR,PLIS,OR,0,FRANCE
2061,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,6699.0,60.0,43.0,15.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2063,ETERNA,MATIC,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,360.0,48.0,33.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
2064,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,395.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,0,BELGIQUE
2065,BREITLING,SUPEROCEAN-HERITAGE,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,4899.0,70.0,42.0,20.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
2066,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ARGENT,CUIR,,Bon,HOMME,3700.0,70.0,39.0,20.0,ARGENT,SAPHIR,BOUCLE_ARDILLON,ARGENT,4,FRANCE
2070,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11499.0,70.0,41.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
2071,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8000.0,50.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ITALIE
2072,OMEGA,GLOBEMASTER,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,4850.0,60.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2073,BREITLING,SUPEROCEAN-HERITAGE-II-42,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,3360.0,70.0,42.0,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2074,ROLEX,OYSTER-PERPETUAL-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,5290.0,42.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2076,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,14200.0,70.0,40.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,0,ITALIE
2077,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1121.0,42.0,35.0,,ACIER,SAPHIR,PLIS,ACIER,2,BELGIQUE
2078,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,11500.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2079,OMEGA,SPEEDMASTER-DAY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2490.0,42.0,39.0,3.0,ACIER,SAPHIR,PLIS,ACIER,5,BELGIQUE
2080,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,3400.0,40.0,34.0,,,MINÉRAL,BOUCLE_ARDILLON,OR,1,FRANCE
2081,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,6790.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2082,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4600.0,42.0,34.0,1.0,ACIER,SAPHIR,PLIS,ACIER,3,BELGIQUE
2083,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,4900.0,60.0,41.0,15.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2084,PATEK-PHILIPPE,CALATRAVA,MANUEL,OR_JAUNE,,,Bon,HOMME,6264.0,44.0,30.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,0,ÉTATS-UNIS
2085,SEIKO,ANANTA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2400.0,45.0,46.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,3,FRANCE
2087,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,2996.0,55.0,38.0,15.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2088,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7200.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2090,SEIKO,LORD-MATIC,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,250.0,40.0,36.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,0,FRANCE
2092,OMEGA,SPEEDMASTER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2299.0,44.0,39.0,5.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
2093,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1240.0,42.0,36.0,,ACIER,SAPHIR,PLIS,ACIER,1,BELGIQUE
2094,ZODIAC,SEA-WOLF,AUTOMATIQUE,ACIER,,,Bon,HOMME,2200.0,42.0,35.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,BELGIQUE
2096,BREITLING,SUPEROCEAN-HERITAGE-CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3400.0,42.0,46.0,20.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
2097,BREITLING,COLT-QUARTZ,,ACIER,CUIR,,Bon,HOMME,1450.0,,41.0,50.0,ACIER,MINÉRAL,,ACIER,1,FRANCE
2098,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,6100.0,42.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2099,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1900.0,42.0,33.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2100,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8400.0,48.0,36.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,FRANCE
2101,LONGINES,RECORD,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1000.0,64.0,40.0,3.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2102,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,4492.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,1,FRANCE
2104,ROLEX,DAY-DATE-40,AUTOMATIQUE,,,,Bon,,40000.0,,,,,,,,0,BELGIQUE
2105,TUDOR,BLACK-BAY-41,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,2490.0,38.0,41.0,15.0,ACIER,SAPHIR,PLIS,ACIER,0,BELGIQUE
2108,BREITLING,SUPEROCEAN-HERITAGE-42,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,3500.0,70.0,42.0,20.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2109,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,18000.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
2110,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10525.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,JAPON
2111,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9800.0,48.0,40.0,30.0,ACIER,SAPHIR,PLIS,ACIER,1,BELGIQUE
2112,OMEGA,DE-VILLE,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,1399.0,45.0,35.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
2113,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,4990.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
2114,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,12900.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
2115,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,17900.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ITALIE
2116,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,TEXTILE,,Neuf,HOMME,6950.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2117,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13500.0,48.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2118,SEIKO,PRESAGE,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,599.0,50.0,40.0,10.0,TITANE,SAPHIR,PLIS,TITANE,0,BELGIQUE
2119,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13950.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2121,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,540.0,41.0,38.0,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,2,FRANCE
2122,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,,,,Bon,,2680.0,,,,,,,,0,FRANCE
2123,IWC,PILOT-MARK,AUTOMATIQUE,ACIER,,,Bon,HOMME,3519.0,42.0,39.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,ALLEMAGNE
2124,JAEGER-LECOULTRE,GRANDE-REVERSO-NIGHT-&-DAY,AUTOMATIQUE,ACIER,,,Bon,HOMME,7200.0,,46.0,3.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2125,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,13600.0,48.0,36.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
2126,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1299.0,42.0,38.0,,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
2128,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,6590.0,48.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
2129,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,TEXTILE,,Neuf,HOMME,700.0,41.0,42.0,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,1,FRANCE
2130,OMEGA,CONSTELLATION,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,550.0,,35.0,,ACIER,,BOUCLE_ARDILLON,ACIER,1,BELGIQUE
2132,ROLEX,YACHT-MASTER-42,AUTOMATIQUE,OR_BLANC,CAOUTCHOUC,,Bon,HOMME,26890.0,70.0,42.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ITALIE
2134,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7490.0,50.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
2135,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,818.0,41.0,38.0,5.0,TITANE,SAPHIR,PLIS,TITANE,1,FRANCE
2136,ORIS,ARTELIER-DATE,MANUEL,ACIER,CUIR,,Neuf,HOMME,780.0,,40.0,,,SAPHIR,DOUBLE_PLIS,,0,FRANCE
2137,ORIS,AQUIS-DATE,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,1000.0,38.0,43.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2138,TUDOR,BLACK-BAY-DARK,AUTOMATIQUE,ACIER,ACIER,,Satisfaisant,HOMME,2550.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,BELGIQUE
2139,CARTIER,SANTOS,AUTOMATIQUE,OR_JAUNE,,,Bon,HOMME,31967.0,42.0,35.0,10.0,,SAPHIR,DOUBLE_PLIS,OR,1,ÉTATS-UNIS
2140,CARTIER,TANK-DIVAN,AUTOMATIQUE,ACIER,CUIR,,Neuf,HOMME,2200.0,,38.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,FRANCE
2141,PANERAI,LUMINOR-SUBMERSIBLE,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,5489.0,42.0,44.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,ALLEMAGNE
2142,MIDO,OCEAN-STAR,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1550.0,80.0,40.0,20.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,1,FRANCE
2143,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,TEXTILE,,Bon,HOMME,5600.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2144,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,9500.0,48.0,40.0,30.0,,SAPHIR,PLIS,OR,1,FRANCE
2145,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,16183.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ÉTATS-UNIS
2148,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,5000.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2149,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,666.0,42.0,37.0,,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2151,TISSOT,PR-100,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,250.0,,41.0,10.0,,SAPHIR,,ACIER,2,FRANCE
2152,ROLEX,OYSTER-PERPETUAL-41,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,8900.0,70.0,41.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,FRANCE
2153,CARTIER,SANTOS-100,AUTOMATIQUE,OR_ACIER,,,Bon,HOMME,5900.0,42.0,38.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,FRANCE
2154,SEIKO,LORD-MATIC,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,450.0,40.0,36.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,2,FRANCE
2155,ROLEX,OYSTERDATE-PRECISION,MANUEL,ACIER,ACIER,,Bon,HOMME,2200.0,40.0,31.0,,ACIER,,BOUCLE_ARDILLON,ACIER,1,FRANCE
2156,ZENITH,PORT-ROYAL,AUTOMATIQUE,,ACIER,,Bon,HOMME,380.0,,25.0,,,,PLIS,ACIER,1,FRANCE
2157,HUBLOT,CLASSIC-FUSION,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,,Neuf,HOMME,6900.0,42.0,45.0,5.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,BELGIQUE
2158,ROLEX,SEA-DWELLER-4000,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,16400.0,48.0,40.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2159,ROLEX,GMT-MASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13200.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
2160,BREITLING,COLT-AUTOMATIC,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,1390.0,42.0,38.0,30.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2163,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,16500.0,48.0,44.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
2164,DOXA,SUB,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1090.0,38.0,42.0,20.0,ACIER,MINÉRAL,PLIS,ACIER,0,FRANCE
2165,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,23700.0,72.0,40.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
2166,TUDOR,BLACK-BAY,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,3950.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
2167,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10390.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ITALIE
2168,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,21500.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2169,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,15031.0,48.0,36.0,10.0,,SAPHIR,BOUCLE_ARDILLON,OR,1,ÉTATS-UNIS
2170,HAMILTON,KHAKI-NAVY-SCUBA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,710.0,80.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
2171,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,,,Bon,HOMME,3850.0,55.0,44.0,15.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,3,ALLEMAGNE
2173,ROLEX,OYSTER-PERPETUAL-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7990.0,70.0,41.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,FRANCE
2174,CARTIER,TANK-LOUIS-CARTIER,MANUEL,OR_JAUNE,CUIR,,Bon,HOMME,7990.0,,33.0,,,SAPHIR,BOUCLE_ARDILLON,OR,1,FRANCE
2176,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,450.0,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,0,FRANCE
2177,CARTIER,TANK-LOUIS-CARTIER,MANUEL,OR_JAUNE,CUIR,,Bon,HOMME,7290.0,,25.0,,,SAPHIR,BOUCLE_ARDILLON,OR,1,FRANCE
2178,TUDOR,SUBMARINER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10900.0,38.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,4,FRANCE
2179,IWC,PORSCHE-DESIGN,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,700.0,,32.0,,,SAPHIR,PLIS,TITANE,1,BELGIQUE
2180,TISSOT,CHEMIN-DE-TOURELLES,AUTOMATIQUE,OR_ACIER,CUIR,,Neuf,HOMME,563.0,80.0,42.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
2184,CARTIER,TANK,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,4290.0,42.0,41.0,3.0,ACIER,SAPHIR,PLIS,ACIER,0,SUÈDE
2186,JAEGER-LECOULTRE,REVERSO-CLASSIC-SMALL,MANUEL,ACIER,CUIR,,Bon,HOMME,7700.0,42.0,45.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,BELGIQUE
2187,JAEGER-LECOULTRE,REVERSO-DUOFACE,AUTOMATIQUE,ACIER,,,Bon,HOMME,9200.0,,47.0,3.0,,SAPHIR,DOUBLE_PLIS,ACIER,1,FRANCE
2188,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,CUIR,,Bon,HOMME,4141.0,48.0,39.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2,SUÈDE
